Category,Prompt,Recommendation
Animation,Animation scene showing 3 anime girls,"Background color: sunset orange; Number of objects: 3; Object colors: blue, blue"
Animation,Animation scene showing 3 robot heros,"Background color: beige; Number of objects: 3; Object colors: pink, white"
Animation,Animation scene showing 2 robot heros,"Background color: light yellow; Number of objects: 2; Object colors: pink, purple"
Animation,Animation scene showing 3 robot heros,"Background color: midnight black; Number of objects: 3; Object colors: blue, yellow"
Animation,Animation scene showing 2 pixar-style kids,"Background color: cloudy gray; Number of objects: 2; Object colors: brown, white"
Animation,Animation scene showing 5 cyberpunk characters,"Background color: cloudy gray; Number of objects: 5; Object colors: black, yellow"
Animation,Animation scene showing 5 pixar-style kids,"Background color: navy blue; Number of objects: 5; Object colors: black, yellow"
Animation,Animation scene showing 5 robot heros,"Background color: sunset orange; Number of objects: 5; Object colors: black, gray"
Animation,Animation scene showing 5 superheros,"Background color: midnight black; Number of objects: 5; Object colors: purple, brown"
Animation,Animation scene showing 4 robot heros,"Background color: midnight black; Number of objects: 4; Object colors: gray, red"
Animation,Animation scene showing 3 cartoon cats,"Background color: sky blue; Number of objects: 3; Object colors: black, yellow"
Animation,Animation scene showing 1 robot hero,"Background color: sky blue; Number of objects: 1; Object colors: gray, gray"
Animation,Animation scene showing 5 cartoon cats,"Background color: midnight black; Number of objects: 5; Object colors: orange, yellow"
Animation,Animation scene showing 5 anime girls,"Background color: forest green; Number of objects: 5; Object colors: pink, green"
Animation,Animation scene showing 3 pixar-style kids,"Background color: light yellow; Number of objects: 3; Object colors: white, brown"
Animation,Animation scene showing 5 superheros,"Background color: forest green; Number of objects: 5; Object colors: purple, yellow"
Animation,Animation scene showing 5 anime girls,"Background color: cloudy gray; Number of objects: 5; Object colors: pink, red"
Animation,Animation scene showing 2 robot heros,"Background color: sky blue; Number of objects: 2; Object colors: orange, gray"
Animation,Animation scene showing 5 robot heros,"Background color: cloudy gray; Number of objects: 5; Object colors: pink, brown"
Animation,Animation scene showing 1 cyberpunk character,"Background color: light yellow; Number of objects: 1; Object colors: brown, green"
Animation,Animation scene showing 3 superheros,"Background color: sky blue; Number of objects: 3; Object colors: red, black"
Animation,Animation scene showing 2 cyberpunk characters,"Background color: forest green; Number of objects: 2; Object colors: green, orange"
Animation,Animation scene showing 2 cartoon cats,"Background color: cloudy gray; Number of objects: 2; Object colors: orange, black"
Animation,Animation scene showing 5 cyberpunk characters,"Background color: cloudy gray; Number of objects: 5; Object colors: brown, brown"
Animation,Animation scene showing 1 anime girl,"Background color: midnight black; Number of objects: 1; Object colors: green, blue"
Animation,Animation scene showing 4 pixar-style kids,"Background color: sunset orange; Number of objects: 4; Object colors: pink, purple"
Animation,Animation scene showing 1 cartoon cat,"Background color: forest green; Number of objects: 1; Object colors: yellow, white"
Animation,Animation scene showing 1 pixar-style kid,"Background color: forest green; Number of objects: 1; Object colors: brown, brown"
Animation,Animation scene showing 2 superheros,"Background color: forest green; Number of objects: 2; Object colors: gray, green"
Animation,Animation scene showing 4 pixar-style kids,"Background color: sky blue; Number of objects: 4; Object colors: red, pink"
Animation,Animation scene showing 3 pixar-style kids,"Background color: navy blue; Number of objects: 3; Object colors: green, orange"
Animation,Animation scene showing 1 robot hero,"Background color: beige; Number of objects: 1; Object colors: black, orange"
Animation,Animation scene showing 1 robot hero,"Background color: light yellow; Number of objects: 1; Object colors: pink, black"
Animation,Animation scene showing 3 anime girls,"Background color: midnight black; Number of objects: 3; Object colors: pink, green"
Animation,Animation scene showing 3 anime girls,"Background color: navy blue; Number of objects: 3; Object colors: white, brown"
Animation,Animation scene showing 4 cyberpunk characters,"Background color: cloudy gray; Number of objects: 4; Object colors: gray, red"
Animation,Animation scene showing 1 pixar-style kid,"Background color: beige; Number of objects: 1; Object colors: red, gray"
Animation,Animation scene showing 3 pixar-style kids,"Background color: navy blue; Number of objects: 3; Object colors: green, black"
Animation,Animation scene showing 1 cyberpunk character,"Background color: sunset orange; Number of objects: 1; Object colors: orange, purple"
Animation,Animation scene showing 2 cartoon cats,"Background color: light yellow; Number of objects: 2; Object colors: green, brown"
Animation,Animation scene showing 4 robot heros,"Background color: light yellow; Number of objects: 4; Object colors: yellow, black"
Animation,Animation scene showing 3 robot heros,"Background color: midnight black; Number of objects: 3; Object colors: gray, gray"
Animation,Animation scene showing 2 pixar-style kids,"Background color: cloudy gray; Number of objects: 2; Object colors: red, red"
Animation,Animation scene showing 5 anime girls,"Background color: light yellow; Number of objects: 5; Object colors: yellow, brown"
Animation,Animation scene showing 4 cyberpunk characters,"Background color: beige; Number of objects: 4; Object colors: gray, gray"
Animation,Animation scene showing 4 pixar-style kids,"Background color: midnight black; Number of objects: 4; Object colors: orange, black"
Animation,Animation scene showing 4 robot heros,"Background color: forest green; Number of objects: 4; Object colors: brown, blue"
Animation,Animation scene showing 1 superhero,"Background color: beige; Number of objects: 1; Object colors: blue, blue"
Animation,Animation scene showing 4 superheros,"Background color: light yellow; Number of objects: 4; Object colors: blue, brown"
Animation,Animation scene showing 5 superheros,"Background color: light yellow; Number of objects: 5; Object colors: blue, purple"
Animation,Animation scene showing 5 robot heros,"Background color: sky blue; Number of objects: 5; Object colors: white, brown"
Animation,Animation scene showing 4 pixar-style kids,"Background color: navy blue; Number of objects: 4; Object colors: black, purple"
Animation,Animation scene showing 3 cartoon cats,"Background color: cloudy gray; Number of objects: 3; Object colors: blue, white"
Animation,Animation scene showing 2 cartoon cats,"Background color: sunset orange; Number of objects: 2; Object colors: green, yellow"
Animation,Animation scene showing 3 robot heros,"Background color: sky blue; Number of objects: 3; Object colors: brown, brown"
Animation,Animation scene showing 1 superhero,"Background color: cloudy gray; Number of objects: 1; Object colors: white, orange"
Animation,Animation scene showing 3 anime girls,"Background color: sunset orange; Number of objects: 3; Object colors: orange, green"
Animation,Animation scene showing 1 superhero,"Background color: forest green; Number of objects: 1; Object colors: purple, red"
Animation,Animation scene showing 1 anime girl,"Background color: sky blue; Number of objects: 1; Object colors: white, purple"
Animation,Animation scene showing 5 superheros,"Background color: midnight black; Number of objects: 5; Object colors: orange, orange"
Animation,Animation scene showing 1 cyberpunk character,"Background color: forest green; Number of objects: 1; Object colors: pink, white"
Animation,Animation scene showing 2 pixar-style kids,"Background color: midnight black; Number of objects: 2; Object colors: black, white"
Animation,Animation scene showing 4 pixar-style kids,"Background color: sky blue; Number of objects: 4; Object colors: white, orange"
Animation,Animation scene showing 3 robot heros,"Background color: forest green; Number of objects: 3; Object colors: yellow, purple"
Animation,Animation scene showing 2 cyberpunk characters,"Background color: navy blue; Number of objects: 2; Object colors: red, yellow"
Animation,Animation scene showing 5 anime girls,"Background color: navy blue; Number of objects: 5; Object colors: yellow, blue"
